Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Regional_Sales,Breakout,Years_Since_Release
12972,4,0,0.03,0.0,0.01,0.0,0.05,0.04,0,19.0
12973,22,3,0.0,0.0,0.05,0.0,0.05,0.05,0,31.0
12974,7,4,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
12975,4,5,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
12976,16,0,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
12977,28,9,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
12978,19,5,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
12979,25,1,0.0,0.05,0.0,0.0,0.05,0.05,0,16.0
12980,16,6,0.03,0.02,0.0,0.01,0.05,0.06,0,21.0
12981,4,9,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
12982,16,10,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
12983,4,0,0.05,0.0,0.0,0.0,0.05,0.05,0,18.0
12984,19,0,0.0,0.0,0.05,0.0,0.05,0.05,0,16.0
12985,4,9,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
12986,29,0,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
12987,16,0,0.03,0.02,0.0,0.01,0.05,0.06,0,20.0
12988,7,4,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
12989,18,10,0.0,0.0,0.05,0.0,0.05,0.05,0,9.0
12990,4,5,0.04,0.0,0.0,0.0,0.05,0.04,0,15.0
12991,29,7,0.04,0.01,0.0,0.0,0.05,0.05,0,21.0
12992,4,0,0.05,0.0,0.0,0.0,0.05,0.05,0,19.0
12993,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,13.0
12994,29,6,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
12995,25,0,0.05,0.0,0.0,0.0,0.05,0.05,0,16.0
12996,4,7,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
12997,29,5,0.04,0.01,0.0,0.0,0.05,0.05,0,21.0
12998,29,6,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
12999,6,4,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13000,28,2,0.05,0.0,0.0,0.0,0.05,0.05,0,15.0
13001,4,9,0.0,0.05,0.0,0.01,0.05,0.06,0,18.0
13002,17,7,0.03,0.01,0.01,0.01,0.05,0.06,0,11.0
13003,7,3,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13004,16,6,0.03,0.02,0.0,0.01,0.05,0.06,0,23.0
13005,28,8,0.05,0.0,0.0,0.0,0.05,0.05,0,15.0
13006,20,7,0.02,0.02,0.0,0.01,0.05,0.05,0,10.0
13007,4,9,0.05,0.0,0.0,0.0,0.05,0.05,0,18.0
13008,4,5,0.05,0.0,0.0,0.0,0.05,0.05,0,19.0
13009,4,5,0.05,0.0,0.0,0.0,0.05,0.05,0,18.0
13010,15,0,0.03,0.02,0.0,0.0,0.05,0.05,0,27.0
13011,4,2,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13012,16,1,0.03,0.02,0.0,0.01,0.05,0.06,0,23.0
13013,4,7,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13014,18,10,0.0,0.04,0.0,0.01,0.05,0.05,0,10.0
13015,18,8,0.02,0.02,0.0,0.01,0.05,0.05,0,10.0
13016,4,10,0.05,0.0,0.0,0.0,0.05,0.05,0,16.0
13017,4,7,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13018,19,2,0.05,0.0,0.0,0.0,0.05,0.05,0,15.0
13019,20,4,0.03,0.01,0.0,0.01,0.05,0.05,0,10.0
13020,23,7,0.0,0.0,0.05,0.0,0.05,0.05,0,34.0
13021,4,8,0.03,0.01,0.0,0.0,0.05,0.04,0,17.0
13022,20,7,0.0,0.0,0.05,0.0,0.05,0.05,0,9.0
13023,13,9,0.0,0.04,0.0,0.01,0.05,0.05,0,18.0
13024,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13025,13,2,0.01,0.04,0.0,0.0,0.05,0.05,0,10.0
13026,4,5,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13027,20,0,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13028,6,10,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13029,6,7,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13030,19,10,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13031,18,6,0.0,0.04,0.0,0.01,0.05,0.05,0,9.0
13032,15,6,0.03,0.02,0.0,0.0,0.05,0.05,0,24.0
13033,16,2,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13034,13,11,0.0,0.04,0.0,0.01,0.05,0.05,0,16.0
13035,4,10,0.05,0.0,0.0,0.0,0.05,0.05,0,19.0
13036,4,7,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13037,4,0,0.05,0.0,0.0,0.0,0.05,0.05,0,18.0
13038,17,1,0.02,0.0,0.03,0.0,0.05,0.05,0,15.0
13039,4,1,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13040,13,8,0.0,0.04,0.0,0.01,0.05,0.05,0,20.0
13041,19,3,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13042,6,10,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13043,19,9,0.05,0.0,0.0,0.0,0.05,0.05,0,21.0
13044,16,6,0.03,0.02,0.0,0.01,0.05,0.06,0,23.0
13045,13,5,0.01,0.04,0.0,0.01,0.05,0.06,0,17.0
13046,13,2,0.0,0.05,0.0,0.0,0.05,0.05,0,9.0
13047,16,1,0.0,0.0,0.05,0.0,0.05,0.05,0,16.0
13048,28,8,0.02,0.03,0.0,0.0,0.05,0.05,0,11.0
13049,25,3,0.05,0.0,0.0,0.0,0.05,0.05,0,16.0
13050,7,3,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
13051,4,10,0.0,0.0,0.05,0.0,0.05,0.05,0,21.0
13052,13,1,0.0,0.05,0.0,0.0,0.05,0.05,0,11.0
13053,25,3,0.05,0.0,0.0,0.0,0.05,0.05,0,18.0
13054,4,7,0.0,0.0,0.05,0.0,0.05,0.05,0,16.0
13055,4,1,0.04,0.01,0.0,0.0,0.05,0.05,0,17.0
13056,15,1,0.0,0.0,0.05,0.0,0.05,0.05,0,24.0
13058,29,9,0.03,0.01,0.01,0.0,0.05,0.05,0,23.0
13059,13,11,0.01,0.03,0.0,0.01,0.05,0.05,0,14.0
13060,4,5,0.05,0.0,0.0,0.0,0.05,0.05,0,14.0
13061,16,10,0.02,0.02,0.0,0.01,0.05,0.05,0,24.0
13062,15,0,0.03,0.02,0.0,0.0,0.05,0.05,0,26.0
13063,4,3,0.05,0.0,0.0,0.0,0.05,0.05,0,16.0
13064,4,9,0.05,0.0,0.0,0.0,0.05,0.05,0,15.0
13065,4,1,0.05,0.0,0.0,0.0,0.05,0.05,0,20.0
13066,17,3,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13067,15,6,0.03,0.02,0.0,0.0,0.05,0.05,0,25.0
13068,15,8,0.03,0.02,0.0,0.0,0.05,0.05,0,27.0
13069,3,8,0.0,0.0,0.05,0.0,0.05,0.05,0,25.0
13070,4,1,0.0,0.0,0.05,0.0,0.05,0.05,0,16.0
13071,4,3,0.05,0.0,0.0,0.0,0.05,0.05,0,14.0
13072,18,7,0.0,0.01,0.04,0.0,0.05,0.05,0,11.0
13073,19,4,0.05,0.0,0.0,0.0,0.05,0.05,0,19.0
13074,25,6,0.03,0.01,0.0,0.0,0.05,0.04,0,16.0
13075,19,0,0.0,0.0,0.05,0.0,0.05,0.05,0,13.0
13076,25,1,0.05,0.0,0.0,0.0,0.05,0.05,0,15.0
13077,20,1,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13078,4,3,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13079,7,3,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13080,7,6,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13081,15,6,0.0,0.0,0.05,0.0,0.05,0.05,0,27.0
13082,20,7,0.0,0.0,0.05,0.0,0.05,0.05,0,9.0
13083,20,1,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13084,4,0,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13085,10,10,0.05,0.0,0.0,0.0,0.05,0.05,0,26.0
13086,28,3,0.0,0.04,0.0,0.01,0.05,0.05,0,16.0
13087,4,9,0.0,0.04,0.0,0.01,0.05,0.05,0,16.0
13088,4,7,0.05,0.0,0.0,0.0,0.05,0.05,0,16.0
13089,7,1,0.04,0.01,0.0,0.0,0.05,0.05,0,21.0
13090,15,8,0.03,0.02,0.0,0.0,0.05,0.05,0,30.0
13091,21,3,0.0,0.0,0.05,0.0,0.05,0.05,0,30.0
13092,6,5,0.04,0.01,0.0,0.0,0.05,0.05,0,24.0
13093,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13094,20,7,0.0,0.0,0.05,0.0,0.05,0.05,0,11.0
13095,16,0,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13096,7,2,0.0,0.0,0.05,0.0,0.05,0.05,0,23.0
13097,18,7,0.01,0.03,0.0,0.01,0.05,0.05,0,9.0
13098,20,6,0.02,0.02,0.0,0.01,0.05,0.05,0,13.0
13099,16,2,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13100,25,9,0.04,0.0,0.0,0.0,0.05,0.04,0,16.0
13101,4,6,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
13102,13,4,0.01,0.03,0.0,0.01,0.05,0.05,0,9.0
13103,6,0,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13104,16,8,0.0,0.0,0.05,0.0,0.05,0.05,0,20.0
13105,13,0,0.0,0.04,0.0,0.01,0.05,0.05,0,11.0
13106,29,0,0.04,0.01,0.0,0.0,0.05,0.05,0,21.0
13107,25,11,0.0,0.0,0.05,0.0,0.05,0.05,0,16.0
13108,26,4,0.04,0.01,0.0,0.0,0.05,0.05,0,12.0
13109,7,10,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
13110,17,10,0.0,0.04,0.0,0.01,0.05,0.05,0,14.0
13111,16,6,0.02,0.01,0.01,0.0,0.05,0.04,0,19.0
13112,10,4,0.04,0.01,0.0,0.0,0.05,0.05,0,25.0
13113,4,7,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13114,10,10,0.04,0.01,0.0,0.0,0.05,0.05,0,26.0
13115,10,7,0.04,0.01,0.0,0.0,0.05,0.05,0,25.0
13116,10,2,0.04,0.01,0.0,0.0,0.05,0.05,0,28.0
13117,10,2,0.04,0.01,0.0,0.0,0.05,0.05,0,26.0
13118,10,4,0.04,0.01,0.0,0.0,0.05,0.05,0,27.0
13119,4,3,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13120,16,3,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13121,17,10,0.0,0.0,0.05,0.0,0.05,0.05,0,16.0
13122,29,7,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13123,23,10,0.0,0.0,0.05,0.0,0.05,0.05,0,30.0
13124,25,10,0.0,0.04,0.0,0.01,0.05,0.05,0,16.0
13125,18,1,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13126,30,0,0.02,0.02,0.0,0.0,0.05,0.04,0,10.0
13127,15,0,0.03,0.02,0.0,0.0,0.05,0.05,0,26.0
13128,17,10,0.0,0.0,0.05,0.0,0.05,0.05,0,12.0
13129,13,6,0.0,0.04,0.0,0.01,0.05,0.05,0,16.0
13130,4,0,0.0,0.0,0.05,0.0,0.05,0.05,0,13.0
13131,6,0,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13132,25,1,0.04,0.0,0.0,0.0,0.05,0.04,0,18.0
13133,20,7,0.0,0.0,0.05,0.0,0.05,0.05,0,12.0
13134,4,2,0.05,0.0,0.0,0.0,0.05,0.05,0,19.0
13135,7,10,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
13136,13,8,0.0,0.04,0.0,0.01,0.05,0.05,0,15.0
13137,4,1,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13138,4,4,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
13139,6,5,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
13140,18,0,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13141,13,11,0.01,0.03,0.0,0.01,0.05,0.05,0,21.0
13142,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13143,23,3,0.0,0.0,0.05,0.0,0.05,0.05,0,31.0
13144,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13145,4,5,0.0,0.04,0.0,0.01,0.05,0.05,0,14.0
13146,15,1,0.03,0.02,0.0,0.0,0.05,0.05,0,29.0
13147,17,3,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
13148,6,5,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13149,23,10,0.0,0.0,0.05,0.0,0.05,0.05,0,32.0
13150,28,0,0.03,0.02,0.0,0.0,0.05,0.05,0,11.0
13151,16,1,0.0,0.0,0.05,0.0,0.05,0.05,0,21.0
13152,7,4,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13153,13,6,0.0,0.04,0.0,0.01,0.05,0.05,0,19.0
13154,19,10,0.05,0.0,0.0,0.0,0.05,0.05,0,19.0
13155,4,4,0.03,0.01,0.0,0.0,0.05,0.04,0,17.0
13156,25,10,0.05,0.0,0.0,0.0,0.05,0.05,0,16.0
13157,2,0,0.0,0.0,0.05,0.0,0.05,0.05,0,13.0
13159,28,10,0.02,0.02,0.0,0.0,0.05,0.04,0,13.0
13160,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13161,6,0,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13162,4,0,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13163,16,1,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13164,19,7,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13165,25,3,0.04,0.01,0.0,0.0,0.05,0.05,0,14.0
13166,16,2,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13167,4,3,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13168,16,4,0.02,0.02,0.0,0.01,0.05,0.05,0,24.0
13169,13,11,0.0,0.04,0.0,0.01,0.05,0.05,0,24.0
13170,2,7,0.0,0.0,0.05,0.0,0.05,0.05,0,12.0
13171,21,5,0.0,0.0,0.05,0.0,0.05,0.05,0,30.0
13172,18,10,0.0,0.04,0.0,0.01,0.05,0.05,0,9.0
13173,15,8,0.0,0.0,0.05,0.0,0.05,0.05,0,29.0
13174,7,0,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13175,4,3,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
13176,30,6,0.02,0.02,0.0,0.0,0.05,0.04,0,9.0
13177,28,10,0.03,0.02,0.0,0.0,0.05,0.05,0,18.0
13178,16,9,0.0,0.0,0.05,0.0,0.05,0.05,0,25.0
13179,4,11,0.0,0.01,0.04,0.0,0.05,0.05,0,18.0
13180,16,6,0.02,0.02,0.0,0.01,0.05,0.05,0,19.0
13181,13,9,0.02,0.02,0.0,0.01,0.05,0.05,0,22.0
13182,16,4,0.02,0.02,0.0,0.01,0.05,0.05,0,24.0
13183,13,8,0.01,0.03,0.0,0.01,0.05,0.05,0,16.0
13184,16,1,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13185,25,3,0.05,0.0,0.0,0.0,0.05,0.05,0,18.0
13186,4,3,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13187,29,8,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13188,16,9,0.0,0.0,0.05,0.0,0.05,0.05,0,24.0
13189,4,3,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13190,2,0,0.0,0.0,0.05,0.0,0.05,0.05,0,13.0
13191,13,0,0.02,0.03,0.0,0.01,0.05,0.06,0,16.0
13192,25,3,0.0,0.05,0.0,0.0,0.05,0.05,0,13.0
13193,19,6,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13194,6,0,0.03,0.01,0.0,0.0,0.05,0.04,0,21.0
13195,4,3,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13196,25,0,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13197,19,7,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13198,7,10,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
13199,13,3,0.05,0.0,0.0,0.0,0.05,0.05,0,15.0
13200,6,3,0.03,0.01,0.0,0.0,0.05,0.04,0,23.0
13201,16,10,0.02,0.02,0.0,0.01,0.05,0.05,0,14.0
13202,6,3,0.03,0.01,0.0,0.0,0.05,0.04,0,21.0
13203,15,10,0.03,0.02,0.0,0.0,0.05,0.05,0,25.0
13204,17,1,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13205,4,1,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13206,15,3,0.0,0.0,0.05,0.0,0.05,0.05,0,27.0
13207,25,11,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13208,4,9,0.05,0.0,0.0,0.0,0.05,0.05,0,17.0
13209,6,5,0.03,0.01,0.0,0.0,0.05,0.04,0,24.0
13210,4,2,0.05,0.0,0.0,0.0,0.05,0.05,0,15.0
13211,17,0,0.02,0.02,0.0,0.01,0.05,0.05,0,12.0
13212,6,5,0.03,0.01,0.0,0.0,0.05,0.04,0,23.0
13213,16,6,0.02,0.02,0.0,0.01,0.05,0.05,0,24.0
13214,25,8,0.04,0.0,0.0,0.0,0.05,0.04,0,14.0
13215,3,10,0.0,0.0,0.05,0.0,0.05,0.05,0,26.0
13216,4,1,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13217,30,0,0.03,0.02,0.0,0.0,0.05,0.05,0,10.0
13218,21,8,0.0,0.0,0.05,0.0,0.05,0.05,0,29.0
13219,7,3,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13220,23,8,0.0,0.0,0.05,0.0,0.05,0.05,0,30.0
13221,23,3,0.0,0.0,0.05,0.0,0.05,0.05,0,30.0
13222,25,10,0.02,0.02,0.0,0.0,0.05,0.04,0,15.0
13223,16,10,0.0,0.0,0.05,0.0,0.05,0.05,0,15.0
13224,15,4,0.03,0.02,0.0,0.0,0.05,0.05,0,30.0
13225,4,5,0.04,0.0,0.0,0.0,0.05,0.04,0,14.0
13226,19,7,0.04,0.0,0.0,0.01,0.05,0.05,0,17.0
13227,13,6,0.0,0.04,0.0,0.01,0.05,0.05,0,22.0
13228,2,0,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13229,6,8,0.03,0.01,0.0,0.0,0.05,0.04,0,23.0
13230,13,11,0.0,0.04,0.0,0.01,0.05,0.05,0,15.0
13231,13,11,0.0,0.04,0.0,0.01,0.05,0.05,0,27.0
13232,16,1,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13233,4,4,0.04,0.0,0.0,0.0,0.05,0.04,0,18.0
13234,17,10,0.03,0.01,0.0,0.01,0.05,0.05,0,9.0
13235,19,7,0.04,0.0,0.01,0.0,0.05,0.05,0,16.0
13236,16,7,0.02,0.02,0.0,0.01,0.05,0.05,0,20.0
13237,21,1,0.0,0.0,0.05,0.0,0.05,0.05,0,30.0
13238,16,10,0.02,0.02,0.0,0.01,0.05,0.05,0,21.0
13239,6,0,0.03,0.01,0.0,0.0,0.05,0.04,0,19.0
13240,16,7,0.0,0.0,0.05,0.0,0.05,0.05,0,23.0
13241,4,3,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13242,16,11,0.01,0.01,0.03,0.0,0.05,0.05,0,18.0
13243,23,10,0.0,0.0,0.05,0.0,0.05,0.05,0,29.0
13244,3,2,0.0,0.0,0.05,0.0,0.05,0.05,0,24.0
13245,21,2,0.0,0.0,0.05,0.0,0.05,0.05,0,31.0
13246,29,0,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13247,4,1,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13248,20,4,0.02,0.02,0.0,0.01,0.05,0.05,0,12.0
13249,29,10,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13250,6,6,0.03,0.01,0.0,0.0,0.05,0.04,0,22.0
13251,29,3,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13252,13,8,0.0,0.04,0.0,0.01,0.05,0.05,0,21.0
13253,15,4,0.03,0.02,0.0,0.0,0.05,0.05,0,27.0
13254,19,0,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13255,4,1,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13256,16,7,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13257,23,5,0.0,0.0,0.05,0.0,0.05,0.05,0,30.0
13258,4,5,0.04,0.0,0.0,0.0,0.05,0.04,0,18.0
13259,6,10,0.03,0.01,0.0,0.0,0.05,0.04,0,24.0
13260,7,6,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13261,28,0,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13262,18,7,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13263,19,4,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13264,16,10,0.02,0.02,0.0,0.01,0.05,0.05,0,19.0
13265,29,0,0.04,0.01,0.0,0.0,0.05,0.05,0,21.0
13266,28,10,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13267,7,10,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
13268,29,6,0.04,0.01,0.0,0.0,0.05,0.05,0,21.0
13269,20,0,0.0,0.0,0.05,0.0,0.05,0.05,0,9.0
13270,19,7,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13271,13,9,0.0,0.04,0.0,0.01,0.05,0.05,0,15.0
13272,15,5,0.03,0.02,0.0,0.0,0.05,0.05,0,30.0
13273,4,10,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13274,15,11,0.03,0.02,0.0,0.0,0.05,0.05,0,26.0
13275,2,1,0.0,0.0,0.05,0.0,0.05,0.05,0,12.0
13276,13,10,0.0,0.04,0.0,0.01,0.05,0.05,0,16.0
13277,19,3,0.0,0.0,0.05,0.0,0.05,0.05,0,12.0
13278,29,6,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13279,16,3,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13281,7,10,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13282,15,10,0.03,0.02,0.0,0.0,0.05,0.05,0,29.0
13283,19,10,0.01,0.01,0.01,0.01,0.05,0.04,0,18.0
13284,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,13.0
13285,4,0,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13286,7,7,0.04,0.01,0.0,0.0,0.05,0.05,0,22.0
13287,18,0,0.0,0.04,0.0,0.01,0.05,0.05,0,10.0
13288,17,8,0.04,0.0,0.0,0.0,0.05,0.04,0,15.0
13289,13,9,0.01,0.03,0.0,0.01,0.05,0.05,0,25.0
13290,30,7,0.04,0.01,0.0,0.0,0.05,0.05,0,10.0
13291,4,9,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13292,17,8,0.0,0.0,0.05,0.0,0.05,0.05,0,13.0
13293,16,7,0.0,0.0,0.05,0.0,0.05,0.05,0,18.0
13294,4,5,0.03,0.01,0.0,0.0,0.05,0.04,0,16.0
13295,4,1,0.04,0.0,0.0,0.0,0.05,0.04,0,16.0
13296,4,1,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13297,6,10,0.03,0.01,0.0,0.0,0.05,0.04,0,24.0
13298,4,0,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13299,13,8,0.04,0.0,0.0,0.0,0.05,0.04,0,12.0
13300,13,11,0.0,0.04,0.0,0.0,0.05,0.04,0,10.0
13301,17,10,0.0,0.04,0.0,0.01,0.05,0.05,0,10.0
13302,4,10,0.04,0.0,0.0,0.0,0.05,0.04,0,15.0
13303,13,11,0.0,0.04,0.0,0.01,0.05,0.05,0,19.0
13304,28,3,0.04,0.0,0.0,0.0,0.05,0.04,0,14.0
13305,4,3,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13306,2,0,0.0,0.0,0.05,0.0,0.05,0.05,0,12.0
13307,6,2,0.03,0.01,0.0,0.0,0.05,0.04,0,23.0
13308,13,9,0.0,0.04,0.0,0.01,0.05,0.05,0,18.0
13309,16,10,0.02,0.02,0.0,0.01,0.05,0.05,0,21.0
13310,6,6,0.03,0.01,0.0,0.0,0.05,0.04,0,23.0
13311,4,7,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13312,29,2,0.04,0.01,0.0,0.0,0.05,0.05,0,23.0
13313,8,7,0.0,0.0,0.05,0.0,0.05,0.05,0,32.0
13314,28,6,0.0,0.04,0.0,0.01,0.05,0.05,0,15.0
13315,29,8,0.04,0.01,0.0,0.0,0.05,0.05,0,21.0
13316,25,1,0.0,0.0,0.05,0.0,0.05,0.05,0,16.0
13317,15,11,0.03,0.02,0.0,0.0,0.05,0.05,0,27.0
13318,17,1,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13319,19,1,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13320,16,0,0.0,0.0,0.05,0.0,0.05,0.05,0,19.0
13321,7,4,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13322,19,1,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13323,13,10,0.0,0.04,0.0,0.01,0.05,0.05,0,14.0
13324,4,9,0.04,0.0,0.0,0.0,0.05,0.04,0,16.0
13325,25,3,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13326,17,3,0.01,0.03,0.0,0.01,0.05,0.05,0,14.0
13327,29,8,0.04,0.01,0.0,0.0,0.05,0.05,0,20.0
13328,17,1,0.0,0.0,0.05,0.0,0.05,0.05,0,12.0
13329,25,6,0.04,0.0,0.0,0.0,0.05,0.04,0,18.0
13330,25,10,0.04,0.0,0.0,0.0,0.05,0.04,0,18.0
13331,13,9,0.0,0.04,0.0,0.01,0.05,0.05,0,24.0
13332,29,7,0.0,0.0,0.05,0.0,0.05,0.05,0,23.0
13333,15,8,0.03,0.02,0.0,0.0,0.05,0.05,0,30.0
13334,15,7,0.03,0.02,0.0,0.0,0.05,0.05,0,24.0
13335,4,5,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13336,19,10,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
13337,25,9,0.03,0.01,0.01,0.0,0.05,0.05,0,19.0
13338,17,1,0.0,0.0,0.05,0.0,0.05,0.05,0,10.0
13339,4,0,0.0,0.04,0.0,0.0,0.05,0.04,0,16.0
13340,13,11,0.0,0.04,0.0,0.01,0.05,0.05,0,18.0
13341,29,0,0.03,0.01,0.0,0.0,0.05,0.04,0,23.0
13342,13,6,0.0,0.04,0.0,0.0,0.05,0.04,0,10.0
13343,25,11,0.0,0.0,0.05,0.0,0.05,0.05,0,14.0
13344,4,7,0.0,0.0,0.05,0.0,0.05,0.05,0,17.0
13345,4,6,0.04,0.0,0.0,0.0,0.05,0.04,0,15.0
13346,25,3,0.04,0.0,0.0,0.0,0.05,0.04,0,17.0
13347,4,5,0.04,0.0,0.0,0.0,0.05,0.04,0,20.0
13348,18,1,0.04,0.0,0.0,0.01,0.05,0.05,0,10.0
13349,15,8,0.03,0.02,0.0,0.0,0.05,0.05,0,24.0
13350,19,7,0.04,0.0,0.0,0.0,0.05,0.04,0,19.0
